未発見,いらっしゃいませー
未発見,見ていってくださいね
未発見,いらっしゃーい
未発見,僕の名前はべゼリー
未発見,暇ですねー
顔発見,お世話になってます
顔発見,こんにちわです
顔発見,もうかりまっかー
顔発見,お元気ですかー
顔発見,どうもです
顔発見,お疲れ様です
顔認識,おひとついかがですか
顔認識,お安いですよー
顔認識,お買い得ですよー
顔認識,買わないとそんですよ
顔認識,買いましょうよー
