朝の挨拶    おはよう
朝の挨拶    おっは
朝の挨拶    おはようございます
朝の挨拶    もーにんぐ
昼の挨拶    こんにちは
昼の挨拶    こんちはー
昼の挨拶    ちわー
昼の挨拶    おっす
昼の挨拶    はろー
昼の挨拶    よお
昼の挨拶    へいっ
夜の挨拶    こんばんわ
テスト    てすとです
テスト    てすと
テスト    きこえますか
テスト    ちぇっく
テスト    きこえてる
